org_id	latin_name	ncbi_id
TAX-3039167	Moorellales	3039167
TAX-3039168	Moorellaceae	3039168
TAX-3041	Chlorophyta	3041
TAX-3042	Chlamydomonadales	3042
TAX-305	Ralstonia solanacearum	305
TAX-3051	Chlamydomonadaceae	3051
TAX-3052	Chlamydomonas	3052
TAX-3055	Chlamydomonas reinhardtii	3055
TAX-3071	Chlorella	3071
TAX-30727	Cyprinoidei	30727
TAX-307520	mitosporic Nectriaceae	307520
TAX-3078	Auxenochlorella pyrenoidosa	3078
TAX-3079908	Picosynechococcus	3079908
TAX-3079910	unclassified Picosynechococcus	3079910
TAX-3082720	Peptostreptococcales	3082720
TAX-3085636	Lachnospirales	3085636
TAX-3086	Scenedesmaceae	3086
TAX-3087	Scenedesmus	3087
TAX-3088	Tetradesmus obliquus	3088
TAX-309512	Dinoroseobacter	309512
TAX-31	Myxococcaceae	31
TAX-310458	Hyoscyamus albus	310458
TAX-3110	Prototheca	3110
TAX-3111	Prototheca wickerhamii	3111
TAX-3113	Ulvales	3113
TAX-3114	Ulvaceae	3114
TAX-311400	Thermococcus kodakarensis	311400
TAX-311405	Zingiber zerumbet	311405
TAX-3116	Ulva intestinalis	3116
TAX-3116862	Ralstonia solanacearum species complex	3116862
TAX-3118	Ulva	3118
TAX-3118652	Anaerotignaceae	3118652
TAX-3118655	Filifactoraceae	3118655
TAX-3120161	Peptoclostridiaceae	3120161
TAX-31277	Hymenostomatida	31277
TAX-313363	Alcaligenes viscolactis S-2	313363
TAX-314145	Laurasiatheria	314145
TAX-314146	Euarchontoglires	314146
TAX-314147	Glires	314147
TAX-31420	Endocladia	31420
TAX-31421	Endocladia muricata	31421
TAX-314231	Fulvimarina pelagi	314231
TAX-314232	Yoonia vestfoldensis	314232
TAX-314255	Pseudooceanicola batsensis	314255
TAX-314263	Roseovarius nubinhibens	314263
TAX-314267	Sulfitobacter sp. NAS-14.1	314267
TAX-314271	Maritimibacter alkaliphilus	314271
TAX-314293	Simiiformes	314293
TAX-314295	Hominoidea	314295
TAX-3152	prasinophytes	3152
TAX-316	Stutzerimonas stutzeri	316
TAX-3164	Tetraselmis	3164
TAX-3166	Chlorophyceae	3166
TAX-317	Pseudomonas syringae	317
TAX-318829	Pyricularia oryzae	318829
TAX-3193	Embryophyta	3193
TAX-31932	Nitrosopumilales	31932
TAX-3195	Marchantiophyta	3195
TAX-31953	Bifidobacteriaceae	31953
TAX-31957	Propionibacteriaceae	31957
TAX-31963	Clavibacter nebraskensis	31963
TAX-31964	Clavibacter sepedonicus	31964
TAX-31969	Mollicutes	31969
TAX-31977	Veillonellaceae	31977
TAX-31979	Clostridiaceae	31979
TAX-31989	Paracoccaceae	31989
TAX-319931	Camellia ptilophylla	319931
TAX-32	Myxococcus	32
TAX-32008	Burkholderia	32008
TAX-32015	Myxococcia	32015
TAX-32033	Xanthomonadaceae	32033
TAX-32036	sulfur-oxidizing symbionts	32036
TAX-32045	Pseudomonadota incertae sedis	32045
TAX-32046	Synechococcus elongatus	32046
TAX-32049	Picosynechococcus sp. PCC 7002	32049
TAX-32066	Fusobacteriota	32066
TAX-32069	Aquificales	32069
TAX-3208	Bryophyta	3208
TAX-3214	Bryopsida	3214
TAX-3215	Funariales	3215
TAX-3216	Funariaceae	3216
TAX-3217	Physcomitrella	3217
TAX-3218	Physcomitrium patens	3218
TAX-3219	Dicranales	3219
TAX-32198	Thunbergia alata	32198
TAX-3220	Dicranaceae	3220
TAX-3221	Dicranum	3221
TAX-3222	Dicranum scoparium	3222
TAX-32224	Eriobotrya japonica	32224
TAX-3223	Ditrichaceae	3223
TAX-3224	Ceratodon	3224
TAX-32247	Rubus idaeus	32247
TAX-3225	Ceratodon purpureus	3225
TAX-32341	Sophophora	32341
TAX-32346	melanogaster group	32346
TAX-3235	Psilotophyta	3235
TAX-32351	melanogaster subgroup	32351
TAX-3236	Psilotopsida	3236
TAX-3237	Psilotales	3237
TAX-3238	Psilotaceae	3238
TAX-3239	Psilotum	3239
TAX-32390	Cotesia	32390
TAX-32392	Cotesia rubecula	32392
TAX-3240	Psilotum nudum	3240
TAX-3242	Lycopodiophyta	3242
TAX-3243	Isoetopsida	3243
TAX-3244	Selaginellales	3244
TAX-32443	Teleostei	32443
TAX-3245	Selaginellaceae	3245
TAX-3246	Selaginella	3246
TAX-32519	Ostariophysi	32519
TAX-32523	Tetrapoda	32523
TAX-32524	Amniota	32524
TAX-32525	Theria <mammals>	32525
TAX-3253	Equisetophyta	3253
TAX-3254	Equisetopsida	3254
TAX-3255	Equisetales	3255
TAX-3256	Equisetaceae	3256
TAX-32561	Sauria	32561
TAX-32568	Gorgonacea	32568
TAX-3257	Equisetum	3257
TAX-3258	Equisetum arvense	3258
TAX-3263	Filicophyta	3263
TAX-326442	Pseudoalteromonas translucida	326442
TAX-3268	Polypodiales	3268
TAX-3275	Polypodiaceae	3275
TAX-328206	Davallia trichomanoides	328206
TAX-3287	Dryopteris	3287
TAX-329	Ralstonia pickettii	329
TAX-3290	Polypodiopsida	3290
TAX-33014	Clavibacter michiganensis	33014
TAX-33035	Blautia producta	33035
TAX-33057	Thauera	33057
TAX-3308	Ginkgoales	3308
TAX-33083	Dictyostelia	33083
TAX-33084	Entamoebidae	33084
TAX-3309	Ginkgoaceae	3309
TAX-33090	Viridiplantae	33090
TAX-3310	Ginkgo	3310
TAX-33103	Ulvophyceae	33103
TAX-3311	Ginkgo biloba	3311
TAX-33113	Atropa belladonna	33113
TAX-33114	Capsicum baccatum	33114
TAX-33119	Petunia axillaris	33119
TAX-3312	Coniferophyta	3312
TAX-33125	Lepidium sativum	33125
TAX-3313	Pinidae	3313
TAX-3315	Thuja	3315
TAX-33154	Opisthokonta	33154
TAX-3316	Thuja plicata	3316
TAX-33178	Aspergillus terreus	33178
TAX-3318	Pinaceae	3318
TAX-3319	Abies	3319
TAX-33196	Botrytis	33196
TAX-33208	Metazoa	33208
TAX-332102	Fluviicola	332102
TAX-33213	Bilateria	33213
TAX-33217	Pseudocoelomata	33217
TAX-3328	Picea	3328
TAX-3329	Picea abies	3329
TAX-3330	Picea glauca	3330
TAX-33316	Coelomata	33316
TAX-33317	Protostomia	33317
TAX-3332	Picea sitchensis	3332
TAX-33340	Neoptera	33340
TAX-33341	Polyneoptera	33341
TAX-3337	Pinus	3337
TAX-3339	Pinus contorta	3339
TAX-33392	Endopterygota	33392
TAX-3347	Pinus radiata	3347
TAX-3348	Pinus strobus	3348
TAX-3349	Pinus sylvestris	3349
TAX-33511	Deuterostomia	33511
TAX-3352	Pinus taeda	3352
TAX-3353	Pinus banksiana	3353
TAX-33553	Sciurognathi	33553
TAX-33554	Carnivora	33554
TAX-3356	Pseudotsuga	3356
TAX-3357	Pseudotsuga menziesii	3357
TAX-33630	Alveolata	33630
TAX-33634	Stramenopiles	33634
TAX-3367	Cupressaceae	3367
TAX-3368	Cryptomeria	3368
TAX-33680	Myxogastria	33680
TAX-33682	Euglenozoa	33682
TAX-3369	Cryptomeria japonica	3369
TAX-3372	Gnetopsida	3372
TAX-337687	Muroidea	337687
TAX-338	Xanthomonas	338
TAX-33807	unclassified Alphaproteobacteria	33807
TAX-33814	Berberis stolonifera	33814
TAX-338152	Felinae	338152
TAX-338190	Nitrosopumilaceae	338190
TAX-338191	Nitrosopumilus	338191
TAX-338192	Nitrosopumilus maritimus	338192
TAX-33833	Vestibuliferida	33833
TAX-33836	Coscinodiscophyceae	33836
TAX-33840	Coscinodiscophycidae	33840
TAX-33841	Melosirales	33841
TAX-33846	Thalassiosirophycidae	33846
TAX-33847	Thalassiosirales	33847
TAX-33849	Bacillariophyceae	33849
TAX-3385	Ephedrales	3385
TAX-33850	Bacillariophycidae	33850
TAX-33859	Synurophyceae	33859
TAX-3386	Ephedraceae	3386
TAX-3387	Ephedra	3387
TAX-33881	Curtobacterium luteum	33881
TAX-33931	[Bacillus] caldovelox	33931
TAX-33958	Lactobacillaceae	33958
TAX-33966	Leuconostoc mesenteroides	33966
TAX-3398	Magnoliopsida	3398
TAX-339964	Salix myrsinifolia	339964
TAX-34	Myxococcus xanthus	34
TAX-3400	Magnoliales	3400
TAX-3401	Magnoliaceae	3401
TAX-3402	Magnolia	3402
TAX-3406	Magnolia grandiflora	3406
TAX-34064	Francisellaceae	34064
TAX-34254	Lithospermum erythrorhizon	34254
TAX-34256	Mentha x piperita	34256
TAX-34305	Lotus japonicus	34305
TAX-3432	Laurales	3432
TAX-343267	Guatteriopsis	343267
TAX-3433	Lauraceae	3433
TAX-3434	Persea	3434
TAX-34346	Schizosaccharomycetales	34346
TAX-3435	Persea americana	3435
TAX-34380	mitosporic Trichocomaceae	34380
TAX-34395	Chaetothyriales	34395
TAX-34399	Phomopsis	34399
TAX-3440	Ranunculaceae	3440
TAX-3441	Coptis	3441
TAX-3442	Coptis japonica	3442
TAX-344697	Diplopterinae	344697
TAX-34474	Fomitopsis	34474
TAX-34489	Mucoraceae	34489
TAX-3450	Aquilegia	3450
TAX-3451	Aquilegia vulgaris	3451
TAX-3455	Menispermaceae	3455
TAX-3462	Fumarioideae	3462
TAX-3463	Corydalis	3463
TAX-3465	Papaveraceae	3465
TAX-3466	Eschscholzia	3466
TAX-3467	Eschscholzia californica	3467
TAX-3468	Papaver	3468
TAX-3469	Papaver somniferum	3469
TAX-3471	Sanguinaria	3471
TAX-3472	Sanguinaria canadensis	3472
TAX-3481	Cannabaceae	3481
TAX-3482	Cannabis	3482
TAX-3483	Cannabis sativa	3483
TAX-3484	Humulus	3484
TAX-3486	Humulus lupulus	3486
TAX-3487	Moraceae	3487
TAX-349101	Cereibacter sphaeroides	349101
TAX-349509	Magnolia obovata	349509
TAX-3502	Fagales	3502
TAX-3503	Fagaceae	3503
TAX-3504	Betula	3504
TAX-3511	Quercus	3511
TAX-3512	Quercus rubra	3512
TAX-35123	Melosiraceae	35123
TAX-35124	Melosira	35124
TAX-35125	Melosira nummuloides	35125
TAX-35127	Thalassiosira	35127
TAX-35128	Thalassiosira pseudonana	35128
TAX-3514	Betulaceae	3514
TAX-3524	Caryophyllales	3524
TAX-3525	Phytolaccaceae	3525
TAX-35278	ssRNA positive-strand viruses, no DNA stage	35278
TAX-3536	Nyctaginaceae	3536
TAX-3537	Mirabilis	3537
TAX-3538	Mirabilis jalapa	3538
TAX-353976	Dolichandra	353976
TAX-3542	Aizoaceae	3542
TAX-35426	Chlorodendrales	35426
TAX-354276	Enterobacter cloacae complex	354276
TAX-35429	Chlorodendraceae	35429
TAX-3543	Mesembryanthemum	3543
TAX-3544	Mesembryanthemum crystallinum	3544
TAX-35460	Chlorellales	35460
TAX-35461	Chlorellaceae	35461
TAX-35484	Haematococcaceae	35484
TAX-35491	Sphaeropleales	35491
TAX-35493	Streptophyta	35493
TAX-35497	Suina	35497
TAX-35500	Pecora	35500
TAX-3554	Beta <eudicots>	3554
TAX-3555	Beta vulgaris	3555
TAX-355688	Agaricomycetes incertae sedis	355688
TAX-3558	Chenopodium	3558
TAX-356	Hyphomicrobiales	356
TAX-3560	Oxybasis rubra	3560
TAX-35608	Artemisia annua	35608
TAX-3561	Spinacia	3561
TAX-3562	Spinacia oleracea	3562
TAX-35626	Hyoscyamus muticus	35626
TAX-3563	Amaranthaceae	3563
TAX-3564	Amaranthus	3564
TAX-3565	Amaranthus hybridus	3565
TAX-3568	Caryophyllaceae	3568
TAX-3569	Dianthus	3569
TAX-357	Agrobacterium	357
TAX-3570	Dianthus caryophyllus	3570
TAX-3573	Silene	3573
TAX-3575	Silene gallica	3575
TAX-357688	Paecilomyces (Sordariales)	357688
TAX-3579	Cerastium	3579
TAX-358	Agrobacterium tumefaciens	358
TAX-3581	Portulacaceae	3581
TAX-3582	Portulaca	3582
TAX-35829	Acetivibrio	35829
TAX-3583	Portulaca grandiflora	3583
TAX-35875	Allium fistulosum	35875
TAX-35883	Ipomoea nil	35883
TAX-35889	Nicotiana glutinosa	35889
TAX-35912	Ophiorrhiza	35912
TAX-359160	BOP clade	359160
TAX-35925	Diospyros kaki	35925
TAX-3593	Cactaceae	3593
TAX-35932	Podophyllum	35932
TAX-35933	Podophyllum peltatum	35933
TAX-35937	Robinia <eudicots>	35937
TAX-35938	Robinia pseudoacacia	35938
TAX-35939	Impatiens	35939
TAX-35941	Linum perenne	35941
TAX-35973	Santalum	35973
TAX-35974	Santalum album	35974
TAX-3602	Vitaceae	3602
TAX-3603	Vitis	3603
TAX-36080	Mucor circinelloides	36080
TAX-3615	Polygonaceae	3615
TAX-3616	Fagopyrum	3616
TAX-3617	Fagopyrum esculentum	3617
TAX-3620	Rheum	3620
TAX-3623	Actinidiaceae	3623
TAX-3624	Actinidia	3624
TAX-3625	Actinidia chinensis	3625
TAX-3627	Actinidia deliciosa	3627
TAX-3629	Malvaceae	3629
TAX-3633	Gossypium	3633
TAX-3634	Gossypium barbadense	3634
TAX-3635	Gossypium hirsutum	3635
TAX-3640	Theobroma	3640
TAX-3641	Theobroma cacao	3641
TAX-364270	Apiineae	364270
TAX-3646	Malpighiales	3646
TAX-3647	Caricaceae	3647
TAX-3648	Carica	3648
TAX-3649	Carica papaya	3649
TAX-3650	Cucurbitaceae	3650
TAX-3653	Citrullus	3653
TAX-3654	Citrullus lanatus	3654
TAX-3655	Cucumis	3655
TAX-3656	Cucumis melo	3656
TAX-3659	Cucumis sativus	3659
TAX-36599	Sorbus aucuparia	36599
TAX-3660	Cucurbita	3660
TAX-3661	Cucurbita maxima	3661
TAX-36629	Neosartorya	36629
TAX-3663	Cucurbita pepo	3663
TAX-36642	Aspergillus terricola	36642
TAX-3671	Momordica	3671
TAX-3673	Momordica charantia	3673
TAX-367363	Ophiorrhiza japonica	367363
TAX-36749	Chrysosplenium americanum	36749
TAX-3676	Trichosanthes	3676
TAX-3677	Trichosanthes kirilowii	3677
TAX-36774	Brassica oleracea	36774
TAX-36808	Corynebacterium bovis	36808
TAX-36821	Gordonia amarae	36821
TAX-36822	Gordonia rubripertincta	36822
TAX-3683	Passifloraceae	3683
TAX-3684	Passiflora	3684
TAX-3688	Salicaceae	3688
TAX-3689	Populus	3689
TAX-36903	Clarkia breweri	36903
TAX-3691	Populus nigra	3691
TAX-36922	Diaporthe	36922
TAX-3693	Populus tremuloides	3693
TAX-3694	Populus trichocarpa	3694
TAX-36943	Blaberus giganteus	36943
TAX-36946	Byrsotria	36946
TAX-36947	Byrsotria fumigata	36947
TAX-3695	Populus trichocarpa x Populus deltoides	3695
TAX-3696	Populus deltoides	3696
TAX-36962	Rhyparobia	36962
TAX-36963	Rhyparobia maderae	36963
TAX-3699	Brassicales	3699
TAX-3700	Brassicaceae	3700
TAX-3701	Arabidopsis	3701
TAX-3702	Arabidopsis thaliana	3702
TAX-3705	Brassica	3705
TAX-3707	Brassica juncea	3707
TAX-3708	Brassica napus	3708
TAX-37093	Tetrahymenina	37093
TAX-3710	Brassica nigra	3710
TAX-37104	Trichomonadida	37104
TAX-3711	Brassica rapa	3711
TAX-3712	Brassica oleracea	3712
TAX-3715	Brassica oleracea	3715
TAX-3720	Crambe	3720
TAX-3721	Crambe hispanica	3721
TAX-3723	Matthiola	3723
TAX-3724	Matthiola incana	3724
TAX-3725	Raphanus	3725
TAX-3726	Raphanus sativus	3726
TAX-37334	Citrus maxima	37334
TAX-37414	Physcomitrium	37414
TAX-3744	Rosales	3744
TAX-3745	Rosaceae	3745
TAX-3746	Fragaria	3746
TAX-3747	Fragaria x ananassa	3747
TAX-3749	Malus	3749
TAX-37493	Consolida	37493
TAX-3750	Malus domestica	3750
TAX-375013	Aedes/Ochlerotatus group	375013
TAX-37506	Gorgoniidae	37506
TAX-3751	Malus sp.	3751
TAX-3754	Prunus	3754
TAX-3755	Prunus dulcis	3755
TAX-37562	Urochloa	37562
TAX-37563	Urochloa panicoides	37563
TAX-37564	Ruta	37564
TAX-37565	Ruta graveolens	37565
TAX-37567	Ditrysia	37567
TAX-37572	Papilionoidea	37572
TAX-3764	Rosa	3764
TAX-3765	Rosa x damascena	3765
TAX-37656	Citrus x paradisi	37656
TAX-37657	Silene latifolia	37657
TAX-3766	Pyrus	3766
TAX-3767	Pyrus pyrifolia	3767
TAX-37682	Aegilops tauschii	37682
TAX-37690	Citrus trifoliata	37690
TAX-376913	Haplorrhini	376913
TAX-37762	Escherichia coli	37762
TAX-3781	Crassulaceae	3781
TAX-379	Rhizobium	379
TAX-3792	Saxifragaceae	3792
TAX-37921	Arthrobacter agilis	37921
TAX-37927	Sinomonas atrocyanea	37927
TAX-37928	Arthrobacter crystallopoietes	37928
TAX-37930	Glutamicibacter protophormiae	37930
TAX-37931	Paenarthrobacter ureafaciens	37931
TAX-379583	Feliformia	379583
TAX-3798	Saxifraga	3798
TAX-3803	Fabaceae	3803
TAX-3804	Caesalpinioideae	3804
TAX-3807	mimosoid clade	3807
TAX-381124	Zea mays	381124
TAX-3812	Albizia	3812
TAX-3813	Albizia julibrissin	3813
TAX-3814	Papilionoideae	3814
TAX-3817	Arachis	3817
TAX-3818	Arachis hypogaea	3818
TAX-382	Sinorhizobium meliloti	382
TAX-3822	Canavalia	3822
TAX-3823	Canavalia ensiformis	3823
TAX-38254	Glaucocystophyceae	38254
TAX-3826	Cicer	3826
TAX-3827	Cicer arietinum	3827
TAX-3846	Glycine	3846
TAX-3847	Glycine max	3847
TAX-384765	Roseibium aggregatum	384765
TAX-3848	Glycine soja	3848
TAX-3853	Lathyrus	3853
TAX-38568	Leishmania <subgenus>	38568
TAX-3859	Lathyrus odoratus	3859
TAX-38595	Ajuga	38595
TAX-38596	Ajuga reptans	38596
TAX-3862	Lathyrus tingitanus	3862
TAX-3863	Lens <eudicots>	3863
TAX-3864	Lens culinaris	3864
TAX-3865	Leucaena	3865
TAX-3866	Leucaena leucocephala	3866
TAX-3867	Lotus	3867
TAX-3869	Lupinus	3869
TAX-3870	Lupinus albus	3870
TAX-3871	Lupinus angustifolius	3871
TAX-38727	Panicum virgatum	38727
TAX-3873	Lupinus luteus	3873
TAX-38730	Sporobolus	38730
TAX-3874	Lupinus polyphyllus	3874
TAX-38748	Naviculales	38748
TAX-38749	Phaeodactylaceae	38749
TAX-3877	Medicago	3877
TAX-38783	Avena strigosa	38783
TAX-38787	Betula pubescens	38787
TAX-3879	Medicago sativa	3879
TAX-3880	Medicago truncatula	3880
TAX-38820	Poales	38820
TAX-3883	Phaseolus	3883
TAX-3884	Phaseolus lunatus	3884
TAX-388435	Lecanoromycetidae	388435
TAX-3885	Phaseolus vulgaris	3885
TAX-38856	Hordeum lechleri	38856
TAX-388567	Cyperus iria	388567
TAX-3886	Phaseolus coccineus	3886
TAX-38868	Salvia officinalis	38868
TAX-3887	Pisum	3887
TAX-38879	Botryococcaceae	38879
TAX-3888	Pisum sativum	3888
TAX-38880	Botryococcus	38880
TAX-38881	Botryococcus braunii	38881
TAX-3892	Pueraria	3892
TAX-3893	Pueraria montana	3893
TAX-3894	Sesbania	3894
TAX-38942	Quercus robur	38942
TAX-3895	Sesbania rostrata	3895
TAX-3896	Sophora	3896
TAX-3898	Trifolium	3898
TAX-3899	Trifolium repens	3899
TAX-39	Archangiaceae	39
TAX-3904	Vicia	3904
TAX-3906	Vicia faba	3906
TAX-3908	Vicia sativa	3908
TAX-3909	Vicia sativa	3909
TAX-39107	Murinae	39107
TAX-3913	Vigna	3913
TAX-3914	Vigna angularis	3914
TAX-39152	Methanococcus maripaludis	39152
TAX-3916	Vigna radiata	3916
TAX-39169	Lavandula	39169
TAX-3917	Vigna unguiculata	3917
TAX-39173	Ocimum	39173
TAX-39176	Prunella <eudicots>	39176
TAX-39177	Salvia subgen. Rosmarinus	39177
TAX-3918	Vigna aconitifolia	3918
TAX-39247	Vaccaria	39247
TAX-3928	Lythraceae	3928
TAX-3931	Myrtaceae	3931
TAX-3932	Eucalyptus	3932
TAX-39329	Lavandula angustifolia	39329
TAX-3934	Onagraceae	3934
TAX-3935	Clarkia	3935
TAX-39350	Ocimum basilicum	39350
TAX-39358	Prunella vulgaris	39358
TAX-39367	Salvia rosmarinus	39367
TAX-39387	Gypsophila vaccaria	39387
TAX-39452	Crypthecodiniaceae	39452
TAX-3958	Santalaceae <Santalaceae>	3958
TAX-396	Rhizobium phaseoli	396
TAX-39639	Narcissus pseudonarcissus	39639
TAX-39700	Trypanozoon	39700
TAX-397412	Coptis japonica	397412
TAX-3977	Euphorbiaceae	3977
TAX-3980	Hevea	3980
TAX-3981	Hevea brasiliensis	3981
TAX-3982	Manihot	3982
TAX-3983	Manihot esculenta	3983
TAX-398580	Dinoroseobacter shibae	398580
TAX-3987	Ricinus <eudicots>	3987
TAX-39879	Silene dioica	39879
TAX-3988	Ricinus communis	3988
TAX-3990	Euphorbia	3990
TAX-39933	Lecanoraceae	39933
TAX-39934	Lecanora	39934
TAX-39946	Oryza sativa	39946
TAX-39947	Oryza sativa	39947
TAX-3997	Simmondsiaceae	3997
TAX-3998	Simmondsia	3998
TAX-39983	Bruguiera	39983
TAX-39984	Bruguiera gymnorhiza	39984
TAX-39987	Thymelaeaceae	39987
TAX-3999	Simmondsia chinensis	3999
TAX-40	Stigmatella	40
TAX-40029	Rhizophoraceae	40029
TAX-40030	Rhizophora	40030
TAX-40031	Rhizophora mangle	40031
TAX-4004	Linaceae	4004
TAX-4005	Linum	4005
TAX-4006	Linum usitatissimum	4006
TAX-4011	Anacardiaceae	4011
TAX-40117	Nitrospirota	40117
TAX-4012	Rhus	4012
TAX-4013	Toxicodendron vernicifluum	4013
TAX-4022	Acer	4022
TAX-402568	Guatteria blepharophylla	402568
TAX-402569	Guatteria friesiana	402569
TAX-402570	Guatteria hispida	402570
TAX-4026	Acer pseudoplatanus	4026
TAX-4027	Geraniaceae	4027
TAX-402715	Superclass II	402715
TAX-402998	Anisodus acutangulus	402998
TAX-403	Methylococcaceae	403
TAX-4030	Pelargonium	4030
TAX-40323	Stenotrophomonas	40323
TAX-40324	Stenotrophomonas maltophilia	40324
TAX-4033	Oxalidaceae	4033
TAX-4034	Oxalis	4034
TAX-4036	Apiales	4036
TAX-403666	Zygophyllales	403666
TAX-403667	Vitales	403667
TAX-4037	Apiaceae	4037
TAX-4038	Daucus	4038
TAX-4039	Daucus carota	4039
TAX-4042	Petroselinum	4042
TAX-404235	Maritimibacter	404235
TAX-404236	Maritimibacter alkaliphilus	404236
TAX-404260	Bryophytina	404260
TAX-4043	Petroselinum crispum	4043
TAX-4044	Apium	4044
TAX-4045	Apium graveolens	4045
TAX-4046	Coriandrum	4046
TAX-4047	Coriandrum sativum	4047
TAX-4050	Araliaceae	4050
TAX-4053	Panax	4053
TAX-4054	Panax ginseng	4054
TAX-4055	Gentianales	4055
TAX-40552	Asparagaceae	40552
TAX-40553	Allioideae	40553
TAX-40558	Botryotinia	40558
TAX-40559	Botrytis cinerea	40559
TAX-4056	Apocynaceae	4056
TAX-4057	Catharanthus	4057
TAX-4058	Catharanthus roseus	4058
TAX-4059	Rauvolfia	4059
TAX-405948	Saccharopolyspora erythraea	405948
TAX-4060	Rauvolfia serpentina	4060
TAX-40674	Mammalia	40674
TAX-40677	Alcyonacea	40677
TAX-40685	Salix	40685
TAX-4069	Solanales	4069
TAX-407	Methylobacterium	407
TAX-4070	Solanaceae	4070
TAX-4071	Capsicum	4071
TAX-4072	Capsicum annuum	4072
TAX-407263	Linum flavum	407263
TAX-407264	Linum nodiflorum	407264
TAX-4073	Capsicum frutescens	4073
TAX-4074	Datura	4074
TAX-4075	Datura inoxia	4075
TAX-4076	Datura stramonium	4076
TAX-4078	Hyoscyamus	4078
TAX-4079	Hyoscyamus niger	4079
TAX-408	Methylorubrum extorquens	408
TAX-40805	Dasytricha	40805
TAX-40806	Dasytricha ruminantium	40806
TAX-4081	Solanum lycopersicum	4081
TAX-4085	Nicotiana	4085
TAX-40886	Anthriscus	40886
TAX-4092	Nicotiana plumbaginifolia	4092
TAX-40921	Anethum	40921
TAX-4093	Nicotiana rustica	4093
TAX-40958	Pimpinella	40958
TAX-4096	Nicotiana sylvestris	4096
TAX-4097	Nicotiana tabacum	4097
TAX-40984	Gonyaulacales	40984
TAX-41	Stigmatella aurantiaca	41
TAX-410	Methylobacterium organophilum	410
TAX-4100	Nicotiana benthamiana	4100
TAX-4101	Petunia	4101
TAX-4102	Petunia x hybrida	4102
TAX-4107	Solanum	4107
TAX-41084	Polyphaga <beetles>	41084
TAX-41088	Cucujiformia	41088
TAX-4111	Solanum melongena	4111
TAX-4113	Solanum tuberosum	4113
TAX-4118	Convolvulaceae	4118
TAX-4119	Ipomoea	4119
TAX-41191	Glossata	41191
TAX-41196	Neolepidoptera	41196
TAX-41197	Heteroneura	41197
TAX-4120	Ipomoea batatas	4120
TAX-4121	Ipomoea purpurea	4121
TAX-41218	Colchicaceae	41218
TAX-41227	Plectranthus	41227
TAX-41228	Plectranthus barbatus	41228
TAX-41294	Nitrobacteraceae	41294
TAX-41295	Rhodospirillaceae	41295
TAX-41297	Sphingomonadaceae	41297
TAX-413	Methylococcus	413
TAX-4136	Lamiaceae	4136
TAX-4139	Scutellaria	4139
TAX-414	Methylococcus capsulatus	414
TAX-4142	Coleus scutellarioides	4142
TAX-4143	Lamiales	4143
TAX-4144	Oleaceae	4144
TAX-4145	Olea <eudicots>	4145
TAX-4146	Olea europaea	4146
TAX-41485	Atractylodes	41485
TAX-41495	Calendula	41495
TAX-41496	Calendula officinalis	41496
TAX-4150	Antirrhinum	4150
TAX-4151	Antirrhinum majus	4151
TAX-41549	Cirsium	41549
TAX-41550	Cirsium arvense	41550
TAX-41562	Dahlia <eudicots>	41562
TAX-41568	Chrysanthemum x morifolium	41568
TAX-41629	Saussurea <eudicots>	41629
TAX-4163	Digitalis	4163
TAX-4164	Digitalis purpurea	4164
TAX-41665	Neopterygii	41665
TAX-41673	Acidianus brierleyi	41673
TAX-4169	Striga	4169
TAX-41766	Eschscholzioideae	41766
TAX-41768	Ranunculales	41768
TAX-41773	Berberidaceae	41773
TAX-41791	Desulfovibrio acrylicus	41791
TAX-4180	Pedaliaceae	4180
TAX-4181	Sesamum	4181
TAX-418107	Plasmodium (Laverania)	418107
TAX-4182	Sesamum indicum	4182
TAX-41827	Culicoidea	41827
TAX-4185	Acanthaceae	4185
TAX-4186	Aphelandra	4186
TAX-418966	Noelaerhabdaceae	418966
TAX-418969	Pavlovaceae	418969
TAX-41934	Cornales	41934
TAX-41937	Sapindales	41937
TAX-41938	Malvales	41938
TAX-41943	Geraniales	41943
TAX-41944	Myrtales	41944
TAX-41945	Ericales	41945
TAX-41946	Saxifragales	41946
TAX-41947	Santalales	41947
TAX-41954	Amanitaceae	41954
TAX-41955	Amanita	41955
TAX-41956	Amanita muscaria	41956
TAX-41980	Metallosphaera	41980
TAX-4199	Dipsacales	4199
TAX-42	Cystobacter	42
TAX-4204	Viburnum	4204
TAX-42054	Chromohalobacter	42054
TAX-4206	Adoxaceae	4206
TAX-4209	Asterales	4209
TAX-4210	Asteraceae	4210
TAX-42115	Arenicolidae	42115
TAX-4219	Artemisia	4219
TAX-4221	Carthamus	4221
TAX-42219	Cornaceae	42219
TAX-4222	Carthamus tinctorius	4222
TAX-4223	Flaveria	4223
TAX-4224	Flaveria bidentis	4224
TAX-422676	Aconoidasida	422676
TAX-4228	Flaveria chlorifolia	4228
TAX-423054	Eimeriorina	423054
TAX-4231	Helianthus	4231
TAX-4232	Helianthus annuus	4232
TAX-42320	Solenostemon	42320
TAX-42328	Ephedra gerardiana	42328
TAX-4233	Helianthus tuberosus	4233
TAX-423302	Bignonieae	423302
TAX-42336	Bidens	42336
TAX-4235	Lactuca	4235
TAX-4236	Lactuca sativa	4236
TAX-4237	Barnadesia	4237
TAX-42439	Limnanthes alba	42439
TAX-42449	Pierinae	42449
TAX-424551	Solanoideae	424551
